characteristics_ch1::outcome	binary_response_group	timepoint	timepoint_simple	refined_celltype_label	cell_count	proportion_within_outcome_timepoint	table_scope	metadata_note
PR	responder	post-treatment2	post-treatment	CD8_T_cytotoxic	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PR	responder	post-treatment2	post-treatment	Macrophage_C1QC_APOE	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PR	responder	post-treatment2	post-treatment	Mast	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PR	responder	post-treatment2	post-treatment	Monocyte_classical	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PR	responder	post-treatment2	post-treatment	Plasma	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PR	responder	post-treatment2	post-treatment	Unresolved_low_signal	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PR	responder	post-treatment2	pre-treatment	B_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PR	responder	post-treatment2	pre-treatment	CD4_T_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PR	responder	post-treatment2	pre-treatment	CD8_T_cytotoxic	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PR	responder	post-treatment2	pre-treatment	Macrophage_C1QC_APOE	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PR	responder	post-treatment2	pre-treatment	Mast	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PR	responder	post-treatment2	pre-treatment	Monocyte_classical	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PR	responder	post-treatment2	pre-treatment	Plasma	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PR	responder	post-treatment2	pre-treatment	Unresolved_low_signal	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PR	responder	pre-treatment	post-treatment	B_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PR	responder	pre-treatment	post-treatment	CD4_T_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PR	responder	pre-treatment	post-treatment	CD8_T_cytotoxic	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PR	responder	pre-treatment	post-treatment	Macrophage_C1QC_APOE	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PR	responder	pre-treatment	post-treatment	Mast	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PR	responder	pre-treatment	post-treatment	Monocyte_classical	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PR	responder	pre-treatment	post-treatment	Plasma	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PR	responder	pre-treatment	post-treatment	Unresolved_low_signal	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PR	responder	pre-treatment	pre-treatment	B_naive_memory	956	0.09612870789341378	qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PR	responder	pre-treatment	pre-treatment	CD4_T_naive_memory	795	0.07993966817496229	qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PR	responder	pre-treatment	pre-treatment	CD8_T_cytotoxic	699	0.07028657616892911	qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PR	responder	pre-treatment	pre-treatment	Macrophage_C1QC_APOE	1085	0.10910005027652087	qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PR	responder	pre-treatment	pre-treatment	Mast	125	0.01256913021618904	qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PR	responder	pre-treatment	pre-treatment	Monocyte_classical	3758	0.3778783308195073	qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PR	responder	pre-treatment	pre-treatment	Plasma	1858	0.1868275515334339	qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PR	responder	pre-treatment	pre-treatment	Unresolved_low_signal	669	0.06726998491704374	qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	non_responder	post-treatment	post-treatment	B_naive_memory	1777	0.08826743492946552	qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	non_responder	post-treatment	post-treatment	CD4_T_naive_memory	2224	0.1104708921120604	qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	non_responder	post-treatment	post-treatment	CD8_T_cytotoxic	2018	0.10023842638585337	qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	non_responder	post-treatment	post-treatment	Macrophage_C1QC_APOE	3068	0.15239419829127757	qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	non_responder	post-treatment	post-treatment	Mast	438	0.02175640770911981	qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	non_responder	post-treatment	post-treatment	Monocyte_classical	6459	0.320832505463938	qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	non_responder	post-treatment	post-treatment	Plasma	2302	0.11434532088217762	qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	non_responder	post-treatment	post-treatment	Unresolved_low_signal	1846	0.09169481422610769	qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	non_responder	post-treatment	pre-treatment	B_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	non_responder	post-treatment	pre-treatment	CD4_T_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	non_responder	post-treatment	pre-treatment	CD8_T_cytotoxic	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	non_responder	post-treatment	pre-treatment	Macrophage_C1QC_APOE	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	non_responder	post-treatment	pre-treatment	Mast	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	non_responder	post-treatment	pre-treatment	Monocyte_classical	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	non_responder	post-treatment	pre-treatment	Plasma	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	non_responder	post-treatment	pre-treatment	Unresolved_low_signal	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	non_responder	post-treatment1	post-treatment	B_naive_memory	1	0.125	qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	non_responder	post-treatment1	post-treatment	CD4_T_naive_memory	0	0.0	qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	non_responder	post-treatment1	post-treatment	CD8_T_cytotoxic	0	0.0	qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	non_responder	post-treatment1	post-treatment	Macrophage_C1QC_APOE	0	0.0	qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	non_responder	post-treatment1	post-treatment	Mast	0	0.0	qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	non_responder	post-treatment1	post-treatment	Monocyte_classical	0	0.0	qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	non_responder	post-treatment1	post-treatment	Plasma	6	0.75	qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	non_responder	post-treatment1	post-treatment	Unresolved_low_signal	1	0.125	qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	non_responder	post-treatment1	pre-treatment	B_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	non_responder	post-treatment1	pre-treatment	CD4_T_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	non_responder	post-treatment1	pre-treatment	CD8_T_cytotoxic	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	non_responder	post-treatment1	pre-treatment	Macrophage_C1QC_APOE	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	non_responder	post-treatment1	pre-treatment	Mast	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	non_responder	post-treatment1	pre-treatment	Monocyte_classical	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	non_responder	post-treatment1	pre-treatment	Plasma	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	non_responder	post-treatment1	pre-treatment	Unresolved_low_signal	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	non_responder	post-treatment2	post-treatment	B_naive_memory	34	0.17801047120418848	qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	non_responder	post-treatment2	post-treatment	CD4_T_naive_memory	14	0.07329842931937172	qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	non_responder	post-treatment2	post-treatment	CD8_T_cytotoxic	19	0.09947643979057591	qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	non_responder	post-treatment2	post-treatment	Macrophage_C1QC_APOE	19	0.09947643979057591	qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	non_responder	post-treatment2	post-treatment	Mast	3	0.015706806282722512	qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	non_responder	post-treatment2	post-treatment	Monocyte_classical	61	0.3193717277486911	qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	non_responder	post-treatment2	post-treatment	Plasma	8	0.041884816753926704	qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	non_responder	post-treatment2	post-treatment	Unresolved_low_signal	33	0.17277486910994763	qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	non_responder	post-treatment2	pre-treatment	B_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	non_responder	post-treatment2	pre-treatment	CD4_T_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	non_responder	post-treatment2	pre-treatment	CD8_T_cytotoxic	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	non_responder	post-treatment2	pre-treatment	Macrophage_C1QC_APOE	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	non_responder	post-treatment2	pre-treatment	Mast	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	non_responder	post-treatment2	pre-treatment	Monocyte_classical	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	non_responder	post-treatment2	pre-treatment	Plasma	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	non_responder	post-treatment2	pre-treatment	Unresolved_low_signal	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	non_responder	pre-treatment	post-treatment	B_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	non_responder	pre-treatment	post-treatment	CD4_T_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	non_responder	pre-treatment	post-treatment	CD8_T_cytotoxic	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	non_responder	pre-treatment	post-treatment	Macrophage_C1QC_APOE	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	non_responder	pre-treatment	post-treatment	Mast	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	non_responder	pre-treatment	post-treatment	Monocyte_classical	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	non_responder	pre-treatment	post-treatment	Plasma	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	non_responder	pre-treatment	post-treatment	Unresolved_low_signal	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	non_responder	pre-treatment	pre-treatment	B_naive_memory	1523	0.07593358927057885	qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	non_responder	pre-treatment	pre-treatment	CD4_T_naive_memory	1937	0.09657476192850377	qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	non_responder	pre-treatment	pre-treatment	CD8_T_cytotoxic	1936	0.09652490402353293	qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	non_responder	pre-treatment	pre-treatment	Macrophage_C1QC_APOE	3336	0.1663259709826993	qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	non_responder	pre-treatment	pre-treatment	Mast	753	0.03754300244303734	qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	non_responder	pre-treatment	pre-treatment	Monocyte_classical	6531	0.32562197736451115	qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	non_responder	pre-treatment	pre-treatment	Plasma	1117	0.0556912798524206	qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	non_responder	pre-treatment	pre-treatment	Unresolved_low_signal	2924	0.14578451413471605	qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	not_in_binary_response	post-treatment	post-treatment	B_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	not_in_binary_response	post-treatment	post-treatment	CD4_T_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	not_in_binary_response	post-treatment	post-treatment	CD8_T_cytotoxic	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	not_in_binary_response	post-treatment	post-treatment	Macrophage_C1QC_APOE	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	not_in_binary_response	post-treatment	post-treatment	Mast	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	not_in_binary_response	post-treatment	post-treatment	Monocyte_classical	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	not_in_binary_response	post-treatment	post-treatment	Plasma	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	not_in_binary_response	post-treatment	post-treatment	Unresolved_low_signal	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	not_in_binary_response	post-treatment	pre-treatment	B_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	not_in_binary_response	post-treatment	pre-treatment	CD4_T_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	not_in_binary_response	post-treatment	pre-treatment	CD8_T_cytotoxic	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	not_in_binary_response	post-treatment	pre-treatment	Macrophage_C1QC_APOE	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	not_in_binary_response	post-treatment	pre-treatment	Mast	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	not_in_binary_response	post-treatment	pre-treatment	Monocyte_classical	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	not_in_binary_response	post-treatment	pre-treatment	Plasma	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	not_in_binary_response	post-treatment	pre-treatment	Unresolved_low_signal	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	not_in_binary_response	post-treatment1	post-treatment	B_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	not_in_binary_response	post-treatment1	post-treatment	CD4_T_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	not_in_binary_response	post-treatment1	post-treatment	CD8_T_cytotoxic	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	not_in_binary_response	post-treatment1	post-treatment	Macrophage_C1QC_APOE	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	not_in_binary_response	post-treatment1	post-treatment	Mast	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	not_in_binary_response	post-treatment1	post-treatment	Monocyte_classical	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	not_in_binary_response	post-treatment1	post-treatment	Plasma	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	not_in_binary_response	post-treatment1	post-treatment	Unresolved_low_signal	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	not_in_binary_response	post-treatment1	pre-treatment	B_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	not_in_binary_response	post-treatment1	pre-treatment	CD4_T_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	not_in_binary_response	post-treatment1	pre-treatment	CD8_T_cytotoxic	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	not_in_binary_response	post-treatment1	pre-treatment	Macrophage_C1QC_APOE	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	not_in_binary_response	post-treatment1	pre-treatment	Mast	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	not_in_binary_response	post-treatment1	pre-treatment	Monocyte_classical	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	not_in_binary_response	post-treatment1	pre-treatment	Plasma	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	not_in_binary_response	post-treatment1	pre-treatment	Unresolved_low_signal	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	not_in_binary_response	post-treatment2	post-treatment	B_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	not_in_binary_response	post-treatment2	post-treatment	CD4_T_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	not_in_binary_response	post-treatment2	post-treatment	CD8_T_cytotoxic	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	not_in_binary_response	post-treatment2	post-treatment	Macrophage_C1QC_APOE	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	not_in_binary_response	post-treatment2	post-treatment	Mast	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	not_in_binary_response	post-treatment2	post-treatment	Monocyte_classical	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	not_in_binary_response	post-treatment2	post-treatment	Plasma	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	not_in_binary_response	post-treatment2	post-treatment	Unresolved_low_signal	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	not_in_binary_response	post-treatment2	pre-treatment	B_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	not_in_binary_response	post-treatment2	pre-treatment	CD4_T_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	not_in_binary_response	post-treatment2	pre-treatment	CD8_T_cytotoxic	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	not_in_binary_response	post-treatment2	pre-treatment	Macrophage_C1QC_APOE	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	not_in_binary_response	post-treatment2	pre-treatment	Mast	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	not_in_binary_response	post-treatment2	pre-treatment	Monocyte_classical	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	not_in_binary_response	post-treatment2	pre-treatment	Plasma	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	not_in_binary_response	post-treatment2	pre-treatment	Unresolved_low_signal	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	not_in_binary_response	pre-treatment	post-treatment	B_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	not_in_binary_response	pre-treatment	post-treatment	CD4_T_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	not_in_binary_response	pre-treatment	post-treatment	CD8_T_cytotoxic	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	not_in_binary_response	pre-treatment	post-treatment	Macrophage_C1QC_APOE	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	not_in_binary_response	pre-treatment	post-treatment	Mast	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	not_in_binary_response	pre-treatment	post-treatment	Monocyte_classical	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	not_in_binary_response	pre-treatment	post-treatment	Plasma	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	not_in_binary_response	pre-treatment	post-treatment	Unresolved_low_signal	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	not_in_binary_response	pre-treatment	pre-treatment	B_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	not_in_binary_response	pre-treatment	pre-treatment	CD4_T_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	not_in_binary_response	pre-treatment	pre-treatment	CD8_T_cytotoxic	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	not_in_binary_response	pre-treatment	pre-treatment	Macrophage_C1QC_APOE	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	not_in_binary_response	pre-treatment	pre-treatment	Mast	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	not_in_binary_response	pre-treatment	pre-treatment	Monocyte_classical	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	not_in_binary_response	pre-treatment	pre-treatment	Plasma	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	not_in_binary_response	pre-treatment	pre-treatment	Unresolved_low_signal	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	responder	post-treatment	post-treatment	B_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	responder	post-treatment	post-treatment	CD4_T_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	responder	post-treatment	post-treatment	CD8_T_cytotoxic	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	responder	post-treatment	post-treatment	Macrophage_C1QC_APOE	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	responder	post-treatment	post-treatment	Mast	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	responder	post-treatment	post-treatment	Monocyte_classical	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	responder	post-treatment	post-treatment	Plasma	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	responder	post-treatment	post-treatment	Unresolved_low_signal	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	responder	post-treatment	pre-treatment	B_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	responder	post-treatment	pre-treatment	CD4_T_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	responder	post-treatment	pre-treatment	CD8_T_cytotoxic	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	responder	post-treatment	pre-treatment	Macrophage_C1QC_APOE	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	responder	post-treatment	pre-treatment	Mast	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	responder	post-treatment	pre-treatment	Monocyte_classical	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	responder	post-treatment	pre-treatment	Plasma	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	responder	post-treatment	pre-treatment	Unresolved_low_signal	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	responder	post-treatment1	post-treatment	B_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	responder	post-treatment1	post-treatment	CD4_T_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	responder	post-treatment1	post-treatment	CD8_T_cytotoxic	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	responder	post-treatment1	post-treatment	Macrophage_C1QC_APOE	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
SD	responder	post-treatment1	post-treatment	Mast	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
