Gene_Symbol,GC10_P,GC10_T,GC01_P,GC01_T,GC02_P,GC02_T,GC03_P,GC03_T,GC04_P,GC04_T,GC05_P,GC05_T,GC07_P1,GC07_P2,GC07_T,GC08_P,GC08_T1,GC08_T2,GC09_P,GC09_T
IL21,3.59745652876907,2.47782288633313,0.0,3.29173121116571,10.5717739838239,3.62048404243425,12.5518672183713,0.0,3.22083816100503,0.0,2.55993810930505,2.81114042506003,0.0,0.0,0.0,0.758667561506118,0.0,1.31500514214454,2.10261500622912,0.620462058024901
RP11-486M3.4,1.95881611404745,0.0,2.0535713915006,1.7269944423682,0.0,0.0,7.17098350291888,2.99390243650807,3.18508343535746,11.927803666319,1.68949302022779,0.0,0.0,1.69055539027968,2.93279680036551,0.0,0.0,2.58181696148043,0.0,2.4801053361127
AC096579.15,5.17855650427961,0.0,3.19289825687947,0.862358248601179,0.805345304854223,4.66578367011509,0.0,0.0,0.0,3.85524022058725,1.70307788782341,1.84902697204067,1.32736089831472,1.7150230882341,0.0,1.99061784774315,1.46418502657364,1.71384100817708,6.56200750044648,3.37818470715412
RP11-118B22.2,0.975163549833513,3.38724474941125,0.0,2.59611040758666,0.819818994207717,0.788984521493594,5.37719159014974,3.99104060434796,0.0,0.0,5.91956092177977,0.925101738567541,2.6085658393681,1.69111283805163,0.0,1.99546992028733,0.0,1.72556099447906,4.63861524466194,5.78364918498033
TAFA1,2.89034510023114,3.32937635599621,0.0,23.5091337650094,2.48521659683568,7.16700778555343,0.0,0.997207655271977,0.0,2.03214486243688,6.78586804921582,0.930023475438918,0.0,10.1564049781999,1.94571815844141,1.00359450115545,1.47060496896599,0.0,0.0,3.2998084395368
RP11-566K19.6,0.0,0.0,1.13426971439879,22.7621353450366,20.8857700377985,3.66177013653546,51.3733227395499,12.8449238982322,3.54270251820237,4.78289496283046,0.93923885657701,0.0,0.0,1.87683306611344,7.85426822444787,0.0,4.60522295997285,1.53900834693787,0.308356120574389,0.916131490351508
XXbac-BPG55C20.7,3.83897820057452,3.84025661492316,0.837937377397206,1.9829982052598,1.65891871677919,0.0,0.0,15.5142650468664,0.626810040212093,27.9193213497048,4.00262619735308,1.09230046953657,3.08098953119161,2.98593066698968,0.800854194561836,1.74989634664029,0.0,1.96773691953514,0.546422843863186,0.485418598693805
NME8,4.78599075193619,5.78978149653656,0.0,3.76048751754853,0.511029169590616,0.0,0.0,3.40088602700589,10.3279642027953,1.2533149511545,2.09362905291907,3.17748376718368,14.8737847846383,0.0,1.80137477659449,0.979836002400677,0.453689579299179,0.536127632629648,5.38955694261826,1.60717827445595
FATE1,1.96714776409917,3.42878915725967,1.02903412204711,3.44789819167553,3.25702892735142,7.84236039069032,0.0,4.99192467944034,2.12141566934789,0.0,0.844105916996982,0.921998043993851,0.0,1.69042552650975,0.978980210367796,1.98803575698209,1.45874741449547,1.71761330242383,2.78003834761647,1.65463857004053
RP11-524F11.1,4.0351906169458,4.73296271752093,6.26257777306428,1.7126093480818,1.60619501082607,1.54959519250117,0.0,5.01608474603782,2.11672506137985,11.595441700825,1.68591173165052,3.66895775526336,1.30978991422686,1.6941714702683,0.988821729744735,1.97596538900848,1.45211149409544,0.0,1.85405682009813,1.6649722533409
FAM87A,0.0,0.489605242987286,0.0,7.19223942280711,8.92890433451937,4.65689685802018,0.0,0.832726708364494,0.0,35.3499318332494,0.0,1.67055476039271,0.0,0.0,1.73517943550124,5.80144650328006,2.64085255072925,2.34486978160455,8.32693088956175,3.87880219241183
GPR45,2.89658434695399,1.67007221268853,4.07776277331561,2.60773907470752,0.826265112120254,0.0,5.37295444045049,0.99694461057839,2.13125159152803,4.04873732244358,2.54209522291001,0.0,1.30376270728372,0.0,0.0,2.00394308790559,2.93700718137974,1.73467578778839,0.0,0.0
ZNF346-IT1,2.03330355622282,1.79391969072243,3.14472573339395,1.70913524848807,0.0,0.771887455940694,0.0,5.02305006975695,2.11520932760778,3.83830575592925,0.842559095575103,8.2418708874192,1.31129442258266,1.69520858213751,0.0,4.93069468889422,2.17509681238419,0.849573819986886,0.0,0.833919675961644
AC114730.3,0.9723437225352,160.481307041994,1.02069584700785,1.72103418862481,0.844658213510483,3.97821988159431,0.0,0.993153563308506,2.11494404036471,0.0,1.6825919157543,0.92002871306896,0.0,0.0,20.4549751319481,1.98436572374574,62.1249567276002,68.2943285281695,2.76926017716113,9.04798157996537
RP11-327J17.9,6.89870417210392,1.72165325334648,2.05667529099795,3.42818574588246,0.0,0.0,7.1527019087772,4.97722709715755,1.05577271718514,9.79328361004939,1.68071296657289,0.917045020147407,2.60101292819481,3.36878879484347,0.0,0.0,0.0,0.0,4.6148116551552,0.0
RP11-45A17.2,1.20552495063526,1.49343236734286,4.74381631337526,1.57334551661292,1.37033696408205,0.671200953239896,7.37719379662868,2.06729117278698,1.01368927363904,0.0,0.821676694476448,0.859250537188793,4.02434558212646,6.85137192218684,2.11738893498705,1.82820449143961,6.7291941599344,0.764626369901168,1.8435501884168,4.32537312297177
MMP13,1.74638141428757,3.78328427986197,5.49154518103598,28.1150865110423,2.14475865210201,36.0402753700514,0.0,0.0,0.0,7.08345372307878,0.546896063359772,0.0,0.0,0.0,40.630625478101,0.648018716870167,0.0,18.4444240395306,1.65234950067637,3.71426363748482
GOLGA8K,0.0,2.0435826791316,0.0,0.0,0.0,20.5170264259809,2.39957898430329,5.93692918035437,0.0,0.0,10.0720178050589,0.0,0.0,0.0,3.58176927386479,4.61767257586566,1.3533174543533,2.31434786440399,11.1216436604125,9.87051818576185
CTC-260E6.3,0.0,0.0,6.09905024109215,4.36937653736082,0.0,0.0,0.0,3.99075450529809,10.6941844702182,43.0367954863262,1.70015230962121,6.5312407281802,0.0,1.69474899967477,0.97195814851662,2.01420904668132,3.68782333510817,6.9804953769069,0.931159936736517,0.0
RPS2P15,4.00650234178975,1.17334699353836,5.18941730880569,1.70759684378671,2.40452504310799,0.0,0.0,2.99640752238324,0.0,5.7931926200549,2.51977299254821,0.0,3.91250206986679,1.68728355045649,0.0,0.0,0.0,2.54825220834431,2.77044996917475,0.828703832890554
RP11-294J22.7,0.95974676997086,1.65662594129922,13.2064061600512,13.0575508720535,0.0,0.0,3.57733640292389,5.97383929318795,1.06603576302532,14.2506953520717,5.93255436984897,0.929647108203994,1.30233951955893,0.0,0.0,4.01319494017725,13.2291873151948,1.73791108381462,4.64302973234057,0.0
HHIPL2,0.812836164931148,0.46707980751081,8.73164914336727,0.740686898766779,9.8227099929188,1.01758846193241,0.0,3.0815524644955,0.0,6.40098329017617,5.47926591375451,1.58167619028436,24.7049389312707,1.81276527753826,10.7110047310041,1.28042060230744,1.8754832785821,0.923169306780297,0.789282748956522,4.33278727411736
RP5-1099D15.1,0.0,2.82112816225221,3.07924118294617,3.47609949047109,0.823991226334797,0.0,1.79753550532856,1.00061287322477,2.13392589258726,2.01189136631863,1.69737973916718,3.71540054181715,0.0,1.69646911788626,0.0,0.0,2.93829702143291,4.33300961118969,0.93086082123714,0.0
LINC02891,1.92126646034573,0.552565442339907,0.0,1.74435762117624,0.830713627351713,11.9747627871751,1.79145050791297,0.997186574423892,6.40761013308514,4.08177416736482,0.848992990557029,2.79417816818673,0.0,0.0,0.0,0.0,2.2089629554402,3.48270822232939,3.72072040491729,1.64945072960786
RP3-487J7.4,3.85707684512073,0.0,5.09805454469758,6.10342934862293,0.829662054895609,0.797514787727899,3.58721293733132,2.99518500880181,1.06823725994565,10.1779184159549,1.6986678732975,4.65646181791791,3.91747809909857,1.69482534892665,0.973930721360485,1.00498016959801,0.0,0.870217449554515,3.72308187125166,0.0
LINC02234,0.0,0.0,2.09672814211208,0.0,0.0,1.53197489225642,3.59281430554133,4.66652930639098,3.34238409002036,4.49141234948261,0.0,1.86065568709924,3.48687413636013,2.26180964760628,0.0,1.9608130884976,0.0,0.0,0.0,2.825195198913
CTD-2292N2.1,1.16467323669069,0.499351282964737,0.0,1.84727604641327,0.0,0.0,7.58746792156321,1.80925476435327,2.90924654469919,12.9708581590439,0.770840843176681,3.37964264226005,2.76234356886279,0.0,0.881242555417771,2.12903218339005,0.0,1.58259640343975,7.31727287553629,2.24399707266001
UBE2FP3,6.56248151681304,0.0,2.18542382212347,1.68267144862573,0.772550881056858,0.0,5.49448093467185,7.1385314550886,1.05369715767476,7.24840925313247,1.68253375275803,2.71572116374449,3.98541521598612,1.70877710683363,3.06357471642206,1.94509896261372,0.0,0.832924591611996,0.0,0.84729164826086
RPS3AP5,6.01694397151025,1.17469435123811,3.11755089000032,0.0,0.0,0.774182777780281,1.79649891659197,3.00030850455148,2.112172830161,3.86769010050375,5.04625423686602,2.74688302242235,0.0,1.68950232555328,0.985046335611266,1.97271566739909,1.44943386842053,1.70115511122752,0.0,1.65955476147214
RP11-138A9.1,0.962703611968857,0.0,4.07295051196672,3.48488577397668,0.0,0.0,10.7497716101406,3.98916941921751,7.47080473288161,4.06980519819917,1.69706972841334,0.930511983854122,1.30441526593197,1.69306979604008,0.0,0.0,4.41401905416678,1.73912419842574,1.8597019349511,0.0
RP11-546K22.1,13.427991376953,1.22201141488776,1.05791200981693,1.70420100902763,1.58830934290553,0.767115969528794,5.43345581774111,4.03310320879347,15.8585632558448,5.68838579645121,1.68528302426105,0.913887695335541,1.31549860549434,11.8918265066171,1.99679792544917,0.983636782985387,5.06664617050813,6.77075206322248,0.928088630509633,0.0
BTBD18,0.955216815016921,4.93611254029585,2.02727823136594,2.61888518449509,3.33105056981026,1.59989787407164,14.3097832795142,0.99565490445946,2.13578117788594,10.2517949102452,1.69759070849573,1.86388311016067,0.0,1.69167176110218,0.0,1.00600742258935,2.94665356488463,0.0,0.0,0.0
VN1R108P,6.0188154579816,1.17457226798614,4.16010591481554,5.9950788755175,1.60854303858415,0.0,1.79871176760624,3.00399124617266,0.0,7.75445495768083,1.68460818392145,1.83431864856539,1.3075313749727,0.0,0.0,1.97609292121664,0.0,1.70423215942533,3.70411133666834,1.66150034798289
ADAM21,3.34457681489351,42.8727938493485,0.0,0.0,0.0,2.10395386149239,1.90596133329173,3.48905306384232,2.27460736876859,25.1790063901288,9.04026677738028,2.97690770377224,1.38794125761436,1.48218596492801,1.03348440794244,1.071091659403,0.0,0.928029474741228,0.990232466374303,2.6316807375602
RP1-292L20.4,0.94964916426124,1.08843136637643,6.06049951859879,13.1096206961653,0.835138275356806,0.0,5.35844679270167,1.98841566384139,4.27220305556741,37.0986602124429,1.69749662494371,4.66356796253965,5.2040820865205,1.69020267681322,0.0,0.0,0.0,0.873142233861935,3.71675199172603,0.0
LINC02288,2.86464064999408,1.64486091645143,3.0396891315527,6.98015453669734,2.49692922895447,2.39856562757102,5.36375598805428,0.0,0.0,4.09827717564773,1.69677571255686,7.45180833969734,1.3020555802566,1.6908898762084,0.969135822794037,1.00550014313688,0.0,0.871332452469826,2.78752877949289,0.822798710047244
RP11-158H5.2,0.0,4.15324224168347,4.44909073717771,9.98713214130581,1.51439889520023,0.0,3.67797289635061,2.04840853430031,0.0,1.75693156980422,1.67611677815306,0.0,2.6660531511895,1.71045845676229,0.0,4.81453491043856,1.42384862202409,1.64442228432307,2.78487789431715,0.851129343539985
SMCO3,0.958992690838424,6.62249541928884,3.04457234997873,1.73850578199496,0.0,1.59082216255894,0.0,0.0,3.19381013806164,0.0,5.07831031840082,7.42671977520234,0.0,3.3769374230065,0.0,7.01307697561058,2.20179146666871,0.0,3.70964138980117,1.64507301956717
AC011380.8,3.45683278097635,3.27261875859965,0.0,3.19955998911989,0.0,0.0,5.46204605704213,5.87893172195132,2.89265110566962,0.0,0.0,0.0,0.0,0.49015199662285,4.11520895915237,0.290255442358247,10.2280083389371,15.5726375426295,0.0,5.01982969831401
SNORD17,5.94725267897796,11.8855727229357,6.9553867146787,0.0,1.54021519169212,3.04666772689152,1.88105069902808,1.0701223794245,2.14990933567534,12.2325984250081,0.0,0.0,0.0,0.0,2.91809505354775,1.95013476036702,1.36690178179006,1.59630248217855,0.981623996513579,1.78506340953346
LL21NC02-1C16.2,4.12406013866613,0.611081046366211,1.05353367855279,1.69021457773852,0.0,2.27986512129699,0.0,3.00663933686006,1.04947862720505,3.74958926745651,2.50975296287054,1.81330422332553,0.0,1.68776376216206,1.98683690123169,0.0,0.0,2.517385197179,2.76513885364177,0.832356304394995
RP3-477J10.1,0.973403955207025,1.12362912665082,4.09669358536497,2.60199483010858,1.64490731942574,0.0,12.5566062103022,2.99559973082528,0.0,14.0585471532732,5.08191167244141,6.48917598618484,1.30544779824642,3.37990444346315,0.0,1.99986239981,0.733126132594444,1.72986074174361,0.0,0.0
RP11-626G11.1,0.0,1.816964815014,2.10985220491244,0.0,0.0,4.62370255765497,0.0,3.02429816097451,0.0,9.55038944364471,0.843931180538912,1.83245628328611,0.0,1.69974923913859,0.0,0.0,2.9021401654372,4.24609129694565,3.71626994135611,1.67409325764099
FAM3D-AS1,3.20499983151178,7.71909219118127,13.3996909468958,0.0,0.673957079869528,1.17778640630847,0.0,1.52148505185655,6.02177852188842,1.6438443267271,2.08523137050792,9.30840263915764,1.98665917898117,0.0,0.0,1.6402667620659,1.72287314799589,4.96455780258251,4.4834997089007,1.35809376342846
GTF2IRD1P1,0.0,7.12770010125273,0.0,1.16290408183832,1.09991541008847,4.11482660681722,2.9662175346611,1.10073138602534,0.0,0.0,2.81270319088809,3.73071227652151,1.75684860407614,2.27704849902285,1.60895210902853,0.0,1.84026631531077,2.31795766400418,0.0,2.22715756224002
RPL29P19,0.0,1.38973665260686,2.21520637954905,1.6424447348384,0.0,0.722546770605849,0.0,3.0468300873633,7.25506983460287,1.72273652601017,3.31524137365867,1.77221185849754,2.64281885306074,5.08280491344759,4.10586999101541,0.0,0.0,0.0,0.91869302345456,5.06368645194063
RP11-365H22.2,1.04686403842573,0.623577623105306,5.31832189755863,1.6891827107072,0.0,0.757332685789949,1.8089202173964,6.04240724250231,0.0,1.85960894392323,0.838149971888594,4.53369525093769,3.93988747315918,1.69379775442361,0.0,0.975365939094022,0.718424726290453,1.67598502226493,3.69674545672945,2.50977438029315
ASIP,2.06306364632269,3.05662334185631,2.10838406570727,0.0,1.57455121437827,4.56383224649382,0.0,3.00881605413671,4.20123525015108,0.0,1.67448613887637,1.81479293974272,3.92507686131081,1.6890267109901,0.0,0.976481235003471,0.718744274987997,0.839843579467155,0.922419920306673,8.32955626694704
RP11-192M23.1,0.977870835787835,1.13320266888752,5.13193490848442,3.46053769404838,1.63803864287388,0.0,3.58778239439265,2.99579400140871,2.12638648530459,3.99097545854367,3.38342109203773,0.924978775006464,0.0,0.0,0.0,0.0,2.92641687941935,1.72480219739807,3.71242345226976,0.827067281516736
CTD-2651B20.7,4.16896538498826,1.85931596832775,0.0,1.6906358247183,2.35485237946352,0.0,5.42167907363815,0.0,1.05123221336825,1.8658690540938,0.83818129926534,0.0,0.0,1.69291422836644,1.99793491235917,0.976106876923248,2.15642141811987,0.0,3.69590919677721,1.67143850086858
LA16c-358B7.4,0.952127090114417,3.2760031802706,0.0,1.74822346192455,1.66954953083506,1.60328917855411,5.36416708159409,0.0,3.20578831531438,6.17533175827261,0.0,3.73187289166476,0.0,1.6916688782308,0.968442966601357,0.0,5.16187654913518,3.49262753195013,2.78958170714081,0.0
RPL18AP7,0.0,1.99122750008719,2.19317974814598,1.68864313939968,0.0,0.750685249474802,7.35197398357129,1.02340937653203,2.11487331976259,7.2741333828775,1.68850495485836,2.72535908030354,0.0,0.0,0.0,0.976000995724288,5.76279480160925,1.67176117287971,3.73227473020028,0.850298630831873
ATXN2-AS,1.10396103406635,0.673990385556973,0.0,0.0,4.50059252090278,3.63476088583108,0.0,3.02396148416246,1.03443508072808,0.0,1.6531532792852,0.0,2.62452029308901,1.6849487062961,2.02942130259959,9.51311043595103,2.81210781809373,2.43887499247567,1.83007779024584,1.67518534964952
ASCL4,2.8939248474454,0.0,0.0,0.0,1.6597196457414,0.0,3.58832727192773,3.99482155836563,5.34270159871621,8.14395808820814,1.69915568189099,1.86309184279065,10.4498195296397,5.08600617994078,0.0,0.0,0.0,0.870443679279241,2.79313232415107,0.0
RP11-1035L22.1,8.67439402804281,1.66805292250006,3.05086588291152,0.0,0.0,2.37364743477308,5.35669143948416,3.97572433804927,20.1765643807,32.2323785252424,1.68894103413805,0.0,7.79847762287824,16.863550816572,0.970600158742746,0.998241519340563,0.0,0.0,0.0,0.822504969593251
RP1-86C11.7,0.0,9.00163371475468,3.24248786195088,17.7718604782289,0.0,1.51183980233063,0.0,0.0,3.16864236376656,1.84456581559761,0.84276431739162,0.0,0.0,3.41408948403836,7.09700462371047,0.97778456849208,4.32517147391736,5.0329899048325,0.93021663815907,2.53410473245599
PLCE1-AS1,1.76865641546026,2.32013406074454,7.94816791210703,0.0,0.0,0.0,6.55739226656073,0.912538443390275,0.0,7.40517395784379,1.90894209044546,0.84973735302793,2.38669156949944,0.0,0.0,3.68890886546072,2.68754723245749,1.58714977075133,0.0,3.05110132559813
LINC02608,3.93116177692239,0.0,0.866535942696518,0.0,2.68812800602778,2.63531870248881,1.38526641650003,6.18713043117009,3.53345423396657,0.0,2.38525876159675,1.14037318449803,4.38316500011965,14.0998797857162,0.0,0.0,1.3874673400612,1.96821197977493,2.36538359207101,0.0
C11orf42,0.0,1.70331944959217,1.02599560160319,4.31294719230467,8.15878867452245,0.0,3.58227779416395,1.99414758319025,1.06064164206774,0.0,0.0,0.0,2.60624711026465,0.0,0.976792709822923,3.97855592113252,7.29634109159177,2.57904230777739,5.55710599620059,1.65196163100168
TRAV14DV4,0.0,4.41176792127052,4.59085695484987,1.65418011917408,0.743178258945515,2.16579493872514,0.0,7.26817605224223,2.09954574171469,1.70014444420982,5.88589736474541,0.894465344975421,1.35004300731747,1.72712061246727,3.17039682138961,0.958075834662325,0.0,1.62909262590491,0.0,6.04125272067038
RP1-292L20.3,5.66751747565742,2.09379130870861,1.10900886962823,1.63849229366413,2.96917846297147,3.60037066531762,1.8223976437446,1.01512644374571,1.0347089063404,1.71415618690584,0.827581429845277,2.65274687393092,0.0,0.0,5.13476651418967,0.0,2.10472078905004,0.0,1.83517481071547,0.843644581121023
LA16c-306A4.2,0.949657491072975,2.17681720639324,6.06077187989341,1.74815518575743,0.0,1.60395070735509,5.35886042336761,4.97142177077147,3.20447899672335,22.6755028110515,3.39532854203734,2.79845567844097,0.0,0.0,0.0,1.00717490878958,0.0,0.87325046045017,0.92927392522375,2.46511805257662
RP11-90P5.10,1.97610399331335,0.574498065677539,0.0,0.0,0.0,1.57086864650814,3.59732510921872,2.00255720965725,2.12633364184586,3.95835529442315,1.69224972552402,1.84782575419332,0.0,0.0,0.0,3.98402539070059,0.730923051716161,2.58110642482282,6.50321202807014,1.65966854077535
TLK2P2,0.0,1.65779703982799,6.10386506118408,6.1067824401356,0.83095133784806,0.0,10.7508084236005,4.98690795855651,3.20454024630938,18.3741382927668,3.39673652782658,2.79485925935193,0.0,1.69370072321807,0.0,0.0,2.20949518810818,0.870902667566724,0.0,0.0
RP11-431K24.1,0.96091365488732,1.65934707807403,0.0,1.74045223866689,0.828354767397378,0.796179736977399,5.36732670754422,6.97121826746127,4.2637177662773,0.0,5.08476624770988,6.50592404624767,5.2104246148004,1.69078724899163,0.971236871422045,1.00300429535621,0.734794765982253,2.60581123296626,0.928636154761198,2.47129934121672
FSCN3,1.13164769194739,2.99557479910737,3.43691712437405,2.7071561422139,0.879943237759196,0.849661373951104,3.99263033778214,2.50566887888443,0.0,33.056979051458,0.930415724618082,0.0,0.0,5.62164934716666,3.24940583362231,0.0,1.56701248834735,2.80888731203221,1.78271504733602,0.92277522791912
SLC25A5P5,0.997449090852633,11.064955757176,0.0,2.57858229804714,2.42655240792184,1.55954352489594,0.0,0.0,1.06016984919771,0.0,1.68811115082359,2.7602018878179,1.30822757655442,3.387065188631,3.93933565213404,1.98290611574359,2.91233138142012,5.98911423950782,0.0,1.66138040292809
ENTHD1,0.957178157256174,1.64964605857225,0.0,4.36513956189829,0.832431453706369,6.39786311576109,1.7901666661846,0.0,2.136549012323,4.09639891009403,1.6982990691463,9.32099002818308,1.30362810570481,0.0,0.0,0.0,0.736815488709267,7.84575248537617,3.72043077818895,2.47175691161155
AC002398.11,1.92313405471435,1.6633591537466,2.03031370727845,1.73084654007822,0.822573523155436,0.0,3.56660391154888,4.9633429067268,0.0,0.0,0.843681008273841,0.0,5.1926378431334,1.68445026260682,0.969094834727187,0.0,0.0,4.31754432667036,2.77446517320361,2.46415109814603
RP3-475N16.8,18.579178504912,0.0,1.02821164973491,1.73939138349024,1.64868702696394,2.37968604201608,26.9984067000673,23.0443590485381,21.360176162607,40.2361148612454,1.69911585206749,0.929630497849267,11.7883526096575,15.2864254883647,0.0,1.00268626745718,0.0,0.0,0.0,0.0
DDX18P1,0.0,0.0,6.11598224444841,0.872100525780314,0.0,0.0,0.0,0.0,2.13669878901529,2.03684503136527,3.39762045664462,2.79436527719393,2.61154878457227,1.6948250430181,0.97375380968525,2.01035611044565,3.68208404963595,0.0,2.79242922959644,1.65165331724422
RP11-488L18.3,1.93492439934725,0.558008359411344,1.02103729227612,2.60958360368416,4.95958606770973,2.38456555277073,3.58620436850493,1.99625175859118,5.33287612792266,6.0730080212711,0.84815180348334,3.71736136424322,0.0,1.6935704486477,0.0,1.00270131281662,1.46966635921494,0.867888629002123,0.0,1.65188915373381
RP11-798P24.2,1.93442060336317,0.0,2.04161004756194,6.08803685661494,0.0,2.38421724961982,8.9637304772179,0.997927464206825,7.46470759844385,4.04823320384927,0.0,1.85836958796842,3.9150076249505,1.69324750310592,0.0,0.0,0.734708845110472,0.0,0.0,1.65155193027166
CPO,0.974938285779401,1.69412750410772,3.07117501387885,2.59070903237468,1.63552623670768,0.0,10.7392290170835,0.0,2.12218646563481,7.97269664005439,0.0,0.0,2.60475995793387,3.37695574504196,0.975270317814249,2.9870657502358,1.46045001366299,0.0,4.63089387418604,1.65031623042845
EIF2S3B,5.53498568250906,1.06158928546697,0.976409716087971,7.04593528433817,0.0,1.53123341443511,1.71911472045935,0.0,0.0,5.44688009678129,2.44359696242014,0.0,2.50338615746574,1.62482587833578,0.933018622010917,1.9284866644406,3.81505476766327,2.50536688457282,2.67744393355842,0.0
RP11-131L12.4,4.27020539298274,2.56660536741376,1.07363586513572,1.67380427294098,3.08632361356409,0.746644392339947,12.6709702779675,6.04687707202318,1.04548153596216,9.09172516842487,1.66866066215895,0.0,3.94025891165065,5.07367537840572,0.0,0.0,1.42638025659299,0.0,0.921225246335837,1.67463557442973
LLNLR-263F3.1,0.949308287061996,8.15842237190122,3.0300141000348,6.12081067235355,0.835717641886906,0.802377337697249,0.0,0.994378150839777,1.06844142816492,6.18916752377337,2.54711283979725,1.86626304036294,0.0,0.0,5.80224893319502,0.0,1.4749870767635,2.62083305253119,2.78837783276824,4.10875025514685
RP11-139E5.1,0.0,0.555675696234233,2.03742040834002,13.0448918048976,0.82700828237029,3.9754711091735,0.0,2.99027131121537,0.0,0.0,0.0,0.928991184495749,3.91075735768395,1.6916823635716,2.91824557248853,5.0120922573467,7.34514502652857,6.94269892534991,0.928905288578691,1.64934371901388
AC097381.1,1.94772434028456,3.94588562727031,3.07029981791965,0.864695942184074,0.0,0.0,7.16255517674523,2.99034055380488,0.0,7.99360617602297,1.68982681879819,1.84871484333054,0.0,0.0,0.0,0.996948770790336,2.19319221037752,2.58640418591347,0.0,1.6507979172355
RP11-16D24.1,2.86214337371025,1.6426878902562,4.05159745292987,4.36593720782289,4.16637416502449,0.800364038700338,0.0,0.0,0.0,8.21053591513066,1.69759386176394,0.932117241163265,1.3023204357724,0.0,2.90706905905295,3.01872881106682,5.1574703579656,4.36040425292883,0.929536806246107,0.82285235752948
CYP4A11,0.962838016576731,0.0,7.36031428305064,14.7696229405566,0.825077695442776,0.0,5.75943088827801,1.73534738813389,2.12730957886192,31.0073368782895,3.38308388193931,1.60474198842171,2.09672716597065,0.0,1.29082871023613,2.8196726246021,1.46591029795458,0.0,0.0,1.98872409198121
RP5-991G20.2,0.827725898942617,3.90412630568546,1.73205483612376,6.92800309101545,0.0,0.0,1.50944122278449,4.20135173245376,1.78550619061923,1.66500412548348,1.42089072554352,3.10407100970789,4.12343494390533,1.42272975077088,3.73145430396505,1.67327672106929,5.71225512890583,0.722842269765999,1.55987437290948,1.39258145793985
AC139099.5,0.581559793110171,2.37964131855032,4.8396016707913,1.57719326806238,0.0,0.726702951300495,0.0,12.6480834812469,12.110293296677,3.09886066445158,0.0,6.90920611451315,19.9377709807715,13.7177403101779,7.37709124482192,0.60978577876459,0.0,0.0,1.76090446281606,0.0
RP4-655C5.10,7.64578929531543,0.0,4.05558534094311,0.872700861990866,0.0,0.0,5.36621242315366,0.0,2.13539733795201,6.14632058028764,0.848663391172266,4.65849753995936,0.0,1.69157128873656,17.4544131670709,19.10869009357,0.0,4.35740178114478,0.0,1.64641455501081
HERC2P4,0.0,0.0,8.42433828556907,8.02930024387994,0.0,1.74423837627813,0.0,1.58766290032098,14.9596525215922,17.585642967883,0.938936518063847,0.0,3.21477878155018,1.88049734047787,1.08926199268878,21.3659950544578,6.49000817205067,11.2078996960956,0.0,0.9204390492771
GLYATL2,3.78153166223027,1.46894321217308,1.68540544692761,0.0,8.47192076627831,2.07692667913667,3.13214507248324,1.64617064299827,0.0,3.51940539141449,3.49504085030102,2.43104113931533,2.15252923915862,0.0,0.851920240783702,0.874179766735948,1.28161204926363,0.756368413052877,0.811476822846755,3.40604278674039
GNAT2,0.856603967365178,1.75715334760976,0.801684666305519,0.763289231539459,1.93961674000806,2.7855997529266,0.0,1.75747946880782,1.77267285863991,1.76748490745785,0.0,4.33188869934772,1.14883521657885,0.0,0.0,1.57024227190932,2.87749386676016,3.80588842060912,0.817528668207403,12.1648834174413
HCG4B,1.98311203168511,2.88618905178728,19.6643820934278,12.0834450437558,1.62814239375381,2.35313488668506,0.0,0.0,0.0,5.92045317160791,5.07699717015824,0.923489091573369,1.3092866606167,1.69584922864479,0.0,0.0,7.30644561102563,18.9115750615765,0.929291652796439,0.830734639447358
RP11-203H19.2,0.0,1.6693062568039,3.05894311697783,6.09029157388145,1.65446060263488,0.0,3.58383585602325,0.997461835023127,3.19931509950836,4.05487651426546,3.39193946837637,0.0,0.0,0.0,11.6826381157818,1.00287080179477,2.20461628535106,0.0,1.85893400997473,0.0
TRGV7,1.20355591781283,4.50824289495167,4.66838668755443,3.92490311906347,2.06319893661996,0.672111064551875,0.0,2.04561343219586,2.01822622523397,0.0,1.62867959984937,4.27444686573666,1.32799115036576,1.69426337323104,3.15520190257742,0.0,0.673951169946303,0.766246272022769,0.0,4.26843496422065
AC010883.5,3.62447157766065,1.50804000729834,1.16415146249287,2.45239237462879,0.727913154015697,2.12514754921269,1.86543217441116,0.0,3.12775373899116,1.6489336493408,1.67336053778216,1.77214271713494,2.70451363350536,0.0,0.0,0.947732605448858,0.702327867739661,2.4092467210796,0.0,6.9237214475912
SPATA3-AS1,1.79033173642427,13.26473974276,0.0,1.64122238460333,4.70042525124234,2.25715420181008,1.67953238122856,0.0,1.00340456816863,5.79246090120592,1.59493521619799,0.875926281943314,0.0,0.0,0.0,9.45630128896353,13.1545516527009,9.83575310050112,3.49297730416332,1.54555239052265
RP11-197N18.8,3.79222650139063,1.62911956424714,1.00898527212669,4.37031882866837,0.0,0.0,12.4960351856091,5.9618819199628,4.27153800784854,26.823885407709,1.69714352153998,6.52910779865063,1.30035451099337,1.68950101047214,0.0,1.00713103295658,0.0,0.0,2.78669779014991,0.0
RP11-575L7.4,3.92687821501842,0.906663894442679,8.21908905226707,4.41160711312767,0.0,0.0,0.0,0.808876818887395,0.961635039346311,14.2361156400036,7.65726154469453,3.96515257793877,2.35689806503776,0.0,0.88109209140776,3.61303955856577,0.662181819347586,4.91765700053056,5.45350687305086,0.0
